search_string,predict_under_code,line_no,similarity,filepath
"// Count the retries as well in the time","// Check cache for an entry with an Expires header in the future",464,0.7804878048780488,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// Check cache for an entry with an Expires header in the future","final CacheManager cacheManager = getCacheManager();",466,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// Start with 0 so tries at least once, and retries at most MAX_CONN_RETRIES times","for (retry = 0; retry <= MAX_CONN_RETRIES; retry++) {",481,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// Attempt the connection:","savedConn = conn;",485,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// try again","} catch (IOException e) {",500,0.6896551724137931,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// This should never happen, but...","throw new BindException();",507,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// Nice, we've got a connection. Finish sending the request:","if (method.equals(HTTPConstants.POST)) {",510,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// Done with the sampling proper.","// Now collect the results into the HTTPSampleResult:",523,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// Now collect the results into the HTTPSampleResult:","res.setResponseData(responseData);",525,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// get the component parts // Assume domains must have at least 2 parts, e.g. apache.org // Don't try matching against *.org; however we don't check *.co.uk here","for(int i = 1; i <= parts.length - 2; i++) {",368,0.5513513513513514,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/proxy/Proxy.java
"// Cannot be null here","int errorLevel = conn.getResponseCode();",529,0.5901639344262295,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// e.g. text/html; charset=ISO-8859-1","res.setEncodingAndType(ct);",563,0.7472527472527473,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// if either a file or path location is given, // get the file object. // we have a file","if (file.length() > 0) {// we have a file",417,0.6981132075471698,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// Set default SAVE menu item to disabled since the default node that // is selected is ROOT, which does not allow items to be inserted.","file_load.setEnabled(false);",510,0.6785714285714286,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/gui/util/JMeterMenuBar.java
"// $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$ // $NON-NLS-1$","None",None,None,None
"// Will already have been logged by XPathUtil // fail the sample","addAssertionFailure(previousResult, e, true); // fail the sample",178,0.8351648351648352,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/XPathExtractor.java
""/*         * To avoid re-opening the file repeatedly after an error, only try to         * open it in the first execute() call (It may be re=opened at EOF, but         * that will cause at most one failure.)         */"","if (firstTime) {",219,0.5480769230769231,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/functions/org/apache/jmeter/functions/StringFromFile.java
"// Store any cookies received in the cookie manager:","saveConnectionCookies(conn, url, getCookieManager());",586,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// If we redirected automatically, the URL may have changed","if (getAutoRedirects()){",581,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// Just in case // Clear any other remaining variables","for(int i=matchCount+2; i <= prevCount; i++) {",155,0.8461538461538461,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/XPathExtractor.java
"// has been seen in a redirect // use header (if possible) if no message found","None",None,None,None
"// Don't process again","return errorResult(e, res);",605,0.7916666666666666,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
"// What to match against. N.B. do not change the string value or test plans will break! // $NON-NLS-1$","private static final String MATCH_AGAINST = "RegexExtractor.useHeaders"; // $NON-NLS-1$",52,0.9161290322580645,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
"// Save cache information","if (cacheManager != null){",589,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPJavaImpl.java
""/*     * Random class for generating random numbers.     */"","private final Random RANDOM = new Random();",112,0.9285714285714286,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
""/*     * Create a data input text field     *     * @return the panel for entering the data     */"","protected final JPanel getWebServerTimeoutPanel() {",349,0.3855421686746988,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/config/gui/UrlConfigGui.java
"// Check if we found an accept-charset attribute on the form","if(acceptCharSet != null) {",108,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/proxy/FormCharSetFinder.java
"// ensure old value is not left defined","try {",109,0.6530612244897959,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/HtmlExtractor.java
"// return the absolutePath of the file","return one.getAbsolutePath();",166,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"//+ JMX file attribut names - do not change! //$NON-NLS-1$","private static final String XML_DATA = "HTTPSamper.xml_data"; //$NON-NLS-1$",75,0.8470588235294118,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// Only replace default if it is provided","vars.put(refName, defaultValue);",99,0.7083333333333334,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/HtmlExtractor.java
"// we check to see if the proxy host and port are set","String port = this.getPropertyAsString(PROXY_PORT);",346,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"//get filename or ""","/* Note that the filename is also used as a key to the pool (if used)",375,0.4857142857142857,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"//Note: match.groups() includes group 0","final int groups = match.groups();",248,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
""/* Note that the filename is also used as a key to the pool (if used)        ** Documents provided in the testplan are not currently pooled, as they may change        *  between samples.        */"","if (next.length() > 0 && getMemoryCache()) {",377,0.5482233502538071,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// we created the document","DOMPool.putDocument(next, doc);",386,0.7586206896551724,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// refname has already been set to the default (if present)","removeGroups(vars, refName);",138,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
"// Must be local content - or not using pool","doc = openDocument(next);",390,0.9210526315789473,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// NOTE: responseData encoding is server specific //       Therefore we do byte -> unicode -> byte conversion //       to ensure UTF-8 encoding as required by XPathUtil // convert unicode String -> UTF-8 bytes // $NON-NLS-1$","byte[] utf8data = unicodeData.getBytes("UTF-8"); // $NON-NLS-1$",288,0.3891402714932127,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/XPathExtractor.java
"// Number of refName_n variable sets to keep","try {",116,0.8222222222222222,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/HtmlExtractor.java
"// create a temporary file to make sure we always have a file to give to the PostWriter  // Whereever we are or Whatever the current path is.","temporaryFile = File.createTempFile("foo", "txt");",68,0.7650273224043715,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/test/src/org/apache/jmeter/protocol/http/sampler/PostWriterTest.java
""/*     * Test method for 'org.apache.jmeter.protocol.http.sampler.postWriter.sendPostData(URLConnection, HTTPSampler)'     * This method test sending a request which contains both formdata and file content     */"","public void testSendPostData() throws IOException {",90,0.7386759581881533,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/test/src/org/apache/jmeter/protocol/http/sampler/PostWriterTest.java
"// Save the count","for (int i = 1; i <= matchCount; i++) {",127,0.3181818181818182,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/HtmlExtractor.java
"// Original match behaviour","match = getCorrectMatch(matches, matchNumber);",119,0.7164179104477612,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/HtmlExtractor.java
"// < 0 means we save all the matches","{",124,0.9180327868852459,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/HtmlExtractor.java
"// remove any single matches","matchCount = matches.size();",143,0.64,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
"// it's not set, lets check if the user passed // proxy host and port from command line","host = System.getProperty("http.proxyHost");",350,0.6915887850467289,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// Remove any left-over variables","for (int i = matchCount + 1; i <= prevCount; i++) {",136,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/HtmlExtractor.java
"// must be a "here" document","fileContents = getXmlData();",431,0.8846153846153846,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
""/*     * Required to satisfy HTTPSamplerBase Should not be called, as we override     * sample()     */"","protected HTTPSampleResult sample(URL u, String s, boolean b, int i) {",443,0.8936170212765957,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// We assume the argument value is encoded according to the HTTP spec, i.e. UTF-8","this(name, value, alreadyEncoded, EncoderCache.URL_ARGUMENT_ENCODING);",94,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/util/HTTPArgument.java
"// Remove the group count","for (int i = 0; i <= groups; i++) {",280,0.6,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
"//$NON-NLS-1$ //- JMX file attribut names - do not change!","private static final String PROXY_USER =",99,0.8470588235294118,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// N.B. if the string is not recognised, DEBUG is assumed","Priority p = Priority.getPriorityForName(prio);",144,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/functions/org/apache/jmeter/functions/LogFunction.java
"// Assume it will fail // ditto $NON-NLS-1$","None",None,None,None
"// How many groups are there?","int groups;",273,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
"// set the response defaults","result.setDataEncoding(ENCODING);",471,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// WARNING - could be large","Envelope msgEnv = Envelope.unmarshall(rdoc);",475,0.55,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// API expects null not empty array, see http://docs.oracle.com/javase/6/docs/api/javax/net/ssl/X509KeyManager.html","return null;",132,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/util/keystore/JmeterKeyStore.java
"// remove the remaining _gn vars","buf.setLength(pfxlen);",258,0.6585365853658537,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
"// if a blank HeaderManager exists, try to // get the SOAPHTTPConnection. After the first // request, there should be a connection object // stored with the cookie header info.","if (this.getHeaderManager() != null && this.getHeaderManager().getSOAPHeader() != null) {",480,0.38461538461538464,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// check the proxy","String phost = "";",503,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// Contains Strings and Integers","List<Object> combined = new ArrayList<Object>();",310,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
"// if use proxy is set, we try to pick up the // proxy host and port from either the text // fields or from JMeterUtil if they were passed // from command line","if (this.getUseProxy()) {",506,0.425,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// if for some reason the host is blank and the port is // zero, the sampler will fail silently","if (phost.length() > 0 && pport > 0) {",520,0.7226890756302521,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// add match as Integer","beginOffset = currentResult.endOffset(0);",330,0.41304347826086957,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
"// API uses raw types","final Map<String, String> headers = spconn.getHeaders();",546,0.53125,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// Scheme used for slow HTTP sockets. Cannot be set as a default, because must be set on an HttpClient instance.","private static final Scheme SLOW_HTTP;",162,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// $NON_NLS-1$ // $NON_NLS-1$ // $NON_NLS-1$ // $NON_NLS-1$ // $NON_NLS-1$ // $NON_NLS-1$ // $NON_NLS-1$","None",None,None,None
"// string is not empty","combined.add(rawTemplate.substring(beginOffset, beginMatch));",327,0.5714285714285714,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
""/* (non-Javadoc)     * @see org.apache.jmeter.report.writers.PageSummary#isSuccessful()     */"","* @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testIterationStart(org.apache.jmeter.engine.event.LoopIterationEvent)",48,0.30612244897959184,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/test/src/org/apache/jmeter/protocol/http/sampler/HTTPSampler3.java
""/* (non-Javadoc)         * @see org.xml.sax.helpers.DefaultHandler#fatalError(org.xml.sax.SAXParseException)         */"","* @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testIterationStart(org.apache.jmeter.engine.event.LoopIterationEvent)",48,0.2608695652173913,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/test/src/org/apache/jmeter/protocol/http/sampler/HTTPSampler3.java
"// Allow for property not yet being set (probably only applies to Test cases)","public boolean useBody() {",433,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/RegexExtractor.java
"// Random match","{",167,0.6842105263157895,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/HtmlExtractor.java
""/* (non-Javadoc)     * @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testEnded()     */"","* @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testIterationStart(org.apache.jmeter.engine.event.LoopIterationEvent)",48,0.2830188679245283,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/test/src/org/apache/jmeter/protocol/http/sampler/HTTPSampler3.java
"// for request Data","SampleResult sr = new SampleResult();",55,0.463768115942029,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/extractor/DebugPostProcessor.java
"// save the agent for next time round","} else {",645,0.7142857142857143,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// @see mergeFileProperties // Must be private, as the file list needs special handling // $NON-NLS-1$ // MIMETYPE is kept for backward compatibility with old test plans // $NON-NLS-1$ // FILE_NAME is kept for backward compatibility with old test plans // $NON-NLS-1$","private static final String FILE_ARGS = "HTTPsampler.Files"; // $NON-NLS-1$",231,0.199203187250996,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPSamplerBase.java
""/* (non-Javadoc)     * @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testEnded(java.lang.String)     */"","* @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testIterationStart(org.apache.jmeter.engine.event.LoopIterationEvent)",48,0.2459016393442623,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/test/src/org/apache/jmeter/protocol/http/sampler/HTTPSampler3.java
""/*     * @see org.apache.jmeter.report.gui.action.Command#getActionNames()     */"","@Override",45,0.9558823529411765,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/reports/org/apache/jmeter/report/gui/action/ReportCopy.java
"// Make a internal list of all results to allow reload data with filter or interval","synchronized (lockInterval) {",209,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/components/org/apache/jmeter/visualizers/RespTimeGraphVisualizer.java
"//$NON-NLS-1$         //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$","None",None,None,None
""/* (non-Javadoc)     * @see org.apache.jmeter.report.writers.PageSummary#pageEnded()     */"","* @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testIterationStart(org.apache.jmeter.engine.event.LoopIterationEvent)",48,0.3157894736842105,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/test/src/org/apache/jmeter/protocol/http/sampler/HTTPSampler3.java
""/* (non-Javadoc)     * @see org.apache.jmeter.report.writers.PageSummary#setSuccessful(boolean)     */"","* @see org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase#testIterationStart(org.apache.jmeter.engine.event.LoopIterationEvent)",48,0.2830188679245283,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/test/src/org/apache/jmeter/protocol/http/sampler/HTTPSampler3.java
""/*     * (non-Javadoc)     *     * @see org.apache.jmeter.testelement.TestStateListener#testEnded(java.lang.String)     */"","@Override",249,0.8839779005524862,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/util/JSR223TestElement.java
"// by not reading the response // for real, it improves the // performance on slow clients","length=br.read();",570,0.5050505050505051,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// reuse documentation //$NON-NLS-1$ //$NON-NLS-2$","None",None,None,None
"// reponse code doesn't really apply, since // the soap driver doesn't provide a // response code","} catch (IllegalArgumentException exception){",598,0.6271186440677966,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java
"// Set up HTTP scheme override if necessary","if (CPS_HTTP > 0) {",186,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// We always want to override the HTTPS scheme","private static final Scheme HTTPS_SCHEME;",165,0.6333333333333333,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// RUN MENU //$NON-NLS-1$","None",None,None,None
"// Accessed from multiple threads","private volatile boolean resetSSLContext;",218,0.5686274509803921,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// can throw IOException","} catch (Exception e) {",269,0.5526315789473685,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// perform the sample","HttpResponse httpResponse =",294,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// FILE MENU //$NON-NLS-1$","None",None,None,None
"// We've finished with the request, so we can add the LocalAddress to it for display","final InetAddress localAddr = (InetAddress) httpRequest.getParams().getParameter(ConnRoutePNames.LOCAL_ADDRESS);",300,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// HTTP protocol violation, but avoids NPE","throw new IllegalArgumentException("Missing location header in redirect for " + httpRequest.getRequestLine());",332,0.7422680412371134,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// This sequence is borrowed from: // org.apache.commons.httpclient.protocol.ReflectionSocketFactory.createSocket","SocketAddress localaddr = new InetSocketAddress(localAddress, localPort);",43,0.42962962962962964,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/util/SlowSocket.java
"// Follow redirects and download page resources if appropriate:","res = resultProcessing(areFollowingRedirect, frameDepth, res);",351,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/SoapSampler.java
"// pick up headers if failed to execute the request","res.setRequestHeaders(getConnectionHeaders((HttpRequest) localContext.getAttribute(ExecutionContext.HTTP_REQUEST)));",385,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// Although the spec says UTF-8 should be used for encoding URL parameters, // most browser use ISO-8859-1 for default if encoding is not known. // We use null for contentEncoding, then the url parameters will be added // with the value in the URL, and the "encode?" flag set to false","expectedPostBody",806,0.1285140562248996,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/test/src/org/apache/jmeter/protocol/http/sampler/TestHTTPSamplersAgainstHttpMirrorServer.java
"// EDIT MENU //$NON-NLS-1$","None",None,None,None
"// Always create hash because we will always need it","/**",491,0.7818181818181819,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// Allow for null strings","private int getHash(String s) {",527,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// No proxy, so don't check proxy fields","return",550,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// user-provided keystore // keystore generated by JMeter; single entry","None",None,None,None
"// Lookup key - must agree with all the values used to create the HttpClient.","HttpClientKey key = new HttpClientKey(url, (useStaticProxy || useDynamicProxy),",573,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// Set the content encoding","if(!StringUtils.isEmpty(contentEncoding)) {",334,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/proxy/DefaultSamplerCreator.java
"// One-time init for this client","HttpParams clientParams = new DefaultedHttpParams(new BasicHttpParams(), DEFAULT_HTTP_PARAMS);",592,0.72,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// This class is not serialised // The interpreter instance for this class","private Object bshInstance = null; // The interpreter instance for this class",89,0.5909090909090909,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/core/org/apache/jmeter/util/BeanShellInterpreter.java
"// set retry count","}",599,0.33707865168539325,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// Check if the request itself tells us what the encoding is","String contentEncoding = null;",351,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/proxy/DefaultSamplerCreator.java
"// Override the defualt schemes as necessary","SchemeRegistry schemeRegistry = httpClient.getConnectionManager().getSchemeRegistry();",606,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// we start to iterate through the elements","parseNodes(htmlParser.elements(), formEncodings, pageEncoding);",74,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/proxy/FormCharSetFinder.java
"// Set up proxy details","if (useDynamicProxy){",617,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPHC4Impl.java
"// This was the old value that was checked for // $NON-NLS-1$","private static final String RECEIVE_STR = JMeterUtils.getResString(JMSSubscriberGui.RECEIVE_RSC); // $NON-NLS-1$",444,0.8505747126436781,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/src/protocol/jms/org/apache/jmeter/protocol/jms/sampler/SubscriberSampler.java
