search_string,predict_under_code,line_no,similarity,filepath
"// can't happen","throw new InternalError();",136,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/ServiceListHandler.java
"// DIGIT OPERATOR //  \d if RE_CHAR_CLASS_ESCAPES is set","else if (unit.bk && (unit.ch == 'd') && syntax.get(RESyntax.RE_CHAR_CLASS_ESCAPES)) {",687,0.4838709677419355,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/gnu/regexp/RE.java
"//{{{ MyFocusTraversalPolicy class","static class MyFocusTraversalPolicy extends LayoutFocusTraversalPolicy",198,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Java14.java
"// selected a header; skip to the next row","bufferTree.setSelectionRow(row + 1);",332,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/FilesChangedDialog.java
""/* A conditional node is constructed if its condition is true.  All     the nodes that have been pushed since the node was opened are     made children of the the conditional node, which is then pushed     on to the stack.  If the condition is false the node is not     constructed and they are left on the stack. */"","static void doSwitchBranch(",525,0.08627450980392157,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/ClassGeneratorUtil.java
"// 1-byte sequence: 000000000xxxxxxx = 0xxxxxxx","readBuffer[j++] = (char)b1;",3999,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/com/microstar/xml/XmlParser.java
"// only set if all buffers saved/closed","boolean selectAllFlag;",136,0.7951807228915663,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/CloseDialog.java
"// updates current stack size (max stack size unchanged because stack // size variation always negative in this case)","stackSize += SIZE[opcode];",756,0.7468354430379747,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/objectweb/asm/CodeWriter.java
"// first of all, if this action set a // readNextChar, do not clear the repeat","if(readNextChar != null)",276,0.6304347826086957,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/InputHandler.java
"//{{{ MouseWheelHandler class","static class MouseWheelHandler implements MouseWheelListener",207,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Java14.java
"// should normally be","statement = ((SimpleNode)jjtGetChild(i));",65,0.5901639344262295,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/BSHForStatement.java
"// remember the last executed action","if(!action.noRememberLast())",211,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/InputHandler.java
"//{{{ handleKey() method","/**",204,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DefaultInputHandler.java
""/*		Disallowing VOIDs here was an easy way to support the throwing of a 		more descriptive error message on use of an undefined argument to a 		method call (very common).  If it ever turns out that we need to 		support that for some reason we'll have to re-evaluate how we get 		""meta-information"" about the arguments in the various invoke() methods 		that take Object [].  We could either pass BSHArguments down to 		overloaded forms of the methods or throw an exception subtype 		including the argument position back up, where the error message would		be compounded.	*/"",""meta-information" about the arguments in the various invoke() methods",48,0.2048417132216015,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/BSHArguments.java
"//{{{ invokeReadNextChar() method","protected void invokeReadNextChar(char ch)",367,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/InputHandler.java
"//{{{ JCheckBoxList constructor","/**",39,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/JCheckBoxList.java
"// stop people doing dumb stuff like C+ENTER 100 C+n","if(_repeatCount > REPEAT_COUNT_THRESHOLD)",232,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/InputHandler.java
"//{{{ getValues() method","public Entry[] getValues()",116,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/JCheckBoxList.java
"//{{{ TextAreaTransferHandler class","static class TextAreaTransferHandler extends TransferHandler",259,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Java14.java
"// For evaluation","/** Remaining text to evaluate */",108,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/Name.java
""/*		Note: bshmethod needs to re-evaluate the method return type here.		This is broken.	*/"","public Class [] getParameterTypes() { return cparamTypes; }",127,0.27956989247311825,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/BshMethod.java
"//{{{ userInput() method","/**",3404,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/textarea/JEditTextArea.java
"//{{{ goToPrevBracket() method","/**",2735,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/textarea/JEditTextArea.java
"// Read the encoding.","require("encoding");",672,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/com/microstar/xml/XmlParser.java
"// positional parameters will be inserted where $1, $2, $3, ... // occurs in the expansion","int lastIndex = 0;",119,0.828125,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Abbrevs.java
""/* if user drops into the same			selection where they started, do			nothing. */"","if(s != null)",372,0.5106382978723404,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Java14.java
"//{{{ actionPerformed() class","public void actionPerformed(ActionEvent evt)",329,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/help/HelpViewer.java
"//{{{ Handle abbrevs of the form abbrev#pos1#pos2#pos3#...","if(lineText.charAt(pos-1) == '#')",110,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Abbrevs.java
"// -------------------------------------------------------------------------- // Fields to optimize the creation of {@link Edge Edge} objects by using a // pool of reusable objects. The (shared) pool is a linked list of Edge // objects, linked to each other by their {@link Edge#poolNext} field. Each // time a CodeWriter needs to allocate an Edge, it removes the first Edge // of the pool and adds it to a private list of Edge objects. After the end // of the control flow analysis algorithm, the Edge objects in the private // list of the CodeWriter are added back to the pool (by appending this // private list to the pool list; in order to do this in constant time, both // head and tail of the private list are stored in this CodeWriter). // --------------------------------------------------------------------------","// Fields for the control flow graph analysis algorithm (used to compute the",70,0.1981747066492829,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/objectweb/asm/Label.java
"// have to check again since above might set // NEW_FILE flag","if(reload || !getFlag(NEW_FILE))",204,0.8372093023255814,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Buffer.java
"//{{{ isOK() method","boolean isOK()",270,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/EditServer.java
"//{{{ progressUpdate() method","public void progressUpdate(WorkThreadPool threadPool, int threadIndex)",457,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/browser/VFSFileChooserDialog.java
"// For `reload' command","firePreContentRemoved(0,0,getLineCount()",243,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Buffer.java
"// Only on initial load","if(!reload && autosaveFile != null && autosaveFile.exists())",184,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Buffer.java
"// 4-byte sequence: 11101110wwwwzzzzyy + 110111yyyyxxxxxx //     = 11110uuu 10uuzzzz 10yyyyyy 10xxxxxx // (uuuuu = wwww + 1)","isSurrogate = true;",4013,0.6709677419354839,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/com/microstar/xml/XmlParser.java
"//{{{ Do some stuff once loading is finished","Runnable runnable = new Runnable()",219,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Buffer.java
"// if reloading a file, clear dirty flag","if(reload)",284,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Buffer.java
"// case of a backward jump with an offset < -32768. In this case we // automatically replace GOTO with GOTO_W, JSR with JSR_W and IFxxx <l> // with IFNOTxxx <l'> GOTO_W <l>, where IFNOTxxx is the "opposite" opcode // of IFxxx (i.e., IFNE for IFEQ) and where <l'> designates the // instruction just after the GOTO_W.","if (opcode == Constants.GOTO) {",766,0.33974358974358976,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/objectweb/asm/CodeWriter.java
"//{{{ invokeLastAction() method","public void invokeLastAction()",286,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/InputHandler.java
"// try and merge existing selections one by // one with the new selection","Selection s = (Selection)selection.elementAt(i);",5683,0.75,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/textarea/JEditTextArea.java
"// Invoke the block, overriding namespace with localNameSpace","Object ret = methodBody.eval(",348,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/BshMethod.java
""/* if user drops into a selection,				replace selection */"","textArea.setSelectedText(s,str);",379,0.7,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Java14.java
"//{{{ getSelectedValue() method","public Object getSelectedValue()",125,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/JCheckBoxList.java
"// now done in NameSpace automatically when root // The classes which are imported by default //globalNameSpace.loadDefaultImports();","Get the specified variable in this namespace or a parent namespace.",540,0.30434782608695654,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/NameSpace.java
"// Instead of passing these around to each method, we just store them // as instance variables. Note that this is not thread-safe.","private TokenHandler tokenHandler;",265,0.6909090909090909,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/syntax/TokenMarker.java
"// Also cache it in the static namespace... //classStaticNameSpace.cacheClass( name, genClass );","//classStaticNameSpace.importClass( fqClassName.replace('$','.') );",127,0.5950413223140496,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/ClassGeneratorImpl.java
"//{{{ AboutDialog constructor","public AboutDialog(View view)",36,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/AboutDialog.java
"//{{{ if there are no requests, execute AWT requests immediately","if(started && inAWT && requestCount == 0 && awtRequestCount == 0)",104,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/util/WorkThreadPool.java
"//{{{ LabelRenderer class","private class LabelRenderer extends DefaultTableCellRenderer",217,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/JCheckBoxList.java
"// If multiple threads log stuff, we don't want // the output to get mixed up","synchronized(LOCK)",268,0.7722772277227723,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/util/Log.java
"// Resolved the variable","if ( Interpreter.DEBUG )",274,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/Name.java
""/* 			Create non-interactive local interpreter for this namespace			with source from the input stream and out/err same as 			this interpreter.		*/"","public Object eval( CallStack callstack, Interpreter interpreter )",53,0.15602836879432624,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/BSHMethodInvocation.java
"//{{{ maximumLayoutSize() method","public Dimension maximumLayoutSize(Container parent)",1520,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"//{{{ cacheDockableWindows() method","/**",214,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"//{{{ finalize() method","protected void finalize()",215,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/JARClassLoader.java
"// two additional bytes will be required to replace this // GOTO or JSR instruction with a GOTO_W or a JSR_W","insert = 2;",1354,0.6962962962962963,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/objectweb/asm/CodeWriter.java
"// five additional bytes will be required to replace this // IFxxx <l> instruction with IFNOTxxx <l'> GOTO_W <l>, where // IFNOTxxx is the "opposite" opcode of IFxxx (i.e., IFNE for // IFEQ) and where <l'> designates the instruction just after // the GOTO_W.","insert = 5;",1358,0.3650190114068441,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/objectweb/asm/CodeWriter.java
"//System.err.println("cleaned up weak ref: "+deadref);","}",774,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/BeanShell.java
"//{{{ UndoManager constructor","public UndoManager(Buffer buffer)",43,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/buffer/UndoManager.java
"//{{{ registerDockableWindow() method","public static void registerDockableWindow(PluginJAR plugin,",229,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"//{{{ floatDockableWindow() method","/**",694,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"// register the Options dialog as a TreeSelectionListener. // this is done before the initial selection to ensure that the // first selected OptionPane is displayed on startup.","paneTree.getSelectionModel().addTreeSelectionListener(this);",320,0.51,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/OptionsDialog.java
"//{{{ pushElement() method","private String pushElement(String name)",176,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/ServiceListHandler.java
"// If found cache the full name in the BshClassManager","if ( clas != null ) {",1218,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/NameSpace.java
"// ------------------------------------------------------------------------- // Exceptions table entries, max stack size and max locals // -------------------------------------------------------------------------","// Special instructions",164,0.5474452554744526,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/objectweb/asm/CodeVisitor.java
"// changes temporary opcodes 202 to 217 (inclusive), 218 and 219 // to IFEQ ... JSR (inclusive), IFNULL and IFNONNULL","opcode = opcode < 218 ? opcode - 49 : opcode - 20;",1344,0.6197183098591549,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/objectweb/asm/CodeWriter.java
"//{{{ AboutPanel class","static class AboutPanel extends JComponent",89,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/AboutDialog.java
"// get rid of keys we never need to handle","switch(keyCode)",50,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/KeyEventWorkaround.java
"//{{{ startDocument() method","public void startDocument()",141,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/ServiceListHandler.java
"//{{{ DockableListHandler constructor","DockableListHandler(PluginJAR plugin, URL uri)",264,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"/* get all positions from offset to the end, inclusive */","Iterator iter = positions.tailMap(new PosBottomHalf(offset))",61,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/buffer/PositionManager.java
"//{{{ Constants","/**",48,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/util/Log.java
"// set proxy host","String host = jEdit.getProperty("firewall.host");",3371,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/jEdit.java
"// return the newly created 'untitled-1'","return buffersFirst;",1593,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/jEdit.java
"//{{{ setRepeatCount() method","/**",118,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/InputHandler.java
"//{{{ peekElement() method","private String peekElement()",186,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/ServiceListHandler.java
"//{{{ getCellRenderer() method","public TableCellRenderer getCellRenderer(int row, int column)",135,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/JCheckBoxList.java
"// Handle ".class" suffix operation // Prefix must be a BSHType","if ( operation == CLASS )",73,0.7380952380952381,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/BSHPrimarySuffix.java
"// releases all the Edge objects used by this CodeWriter","synchronized (SIZE) {",1005,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/objectweb/asm/CodeWriter.java
"//{{{ popElement() method","private String popElement()",192,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/ServiceListHandler.java
"//{{{ DockableListHandler class","static class DockableListHandler extends HandlerBase",261,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"//{{{ showDockableWindow() method","/**",725,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"//{{{ getCachedDockableNames() method","public String[] getCachedDockableNames()",387,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"//{{{ getColumnCount() method","public int getColumnCount()",275,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/options/BrowserColorsOptionPane.java
"//{{{ Static part of class","public static long scanCount, scannedLines;",41,0.8108108108108109,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/textarea/DisplayManager.java
"//{{{ Lay out independent buttons","int _width = size.width;",1576,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"//{{{ createPopupMenu() method","private void createPopupMenu()",1251,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/browser/VFSBrowser.java
"//{{{ getRegisteredDockableWindows() method","public static String[] getRegisteredDockableWindows()",246,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"// control flow analysis algorithm: while the block stack is not empty, // pop a block from this stack, update the max stack size, compute // the true (non relative) begin stack size of the successors of this // block, and push these successors onto the stack (unless they have // already been pushed onto the stack). Note: by hypothesis, the {@link // Label#beginStackSize} of the blocks in the block stack are the true // (non relative) beginning stack sizes of these blocks.","Label stack = blockStack;",969,0.26373626373626374,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/objectweb/asm/CodeWriter.java
"//{{{ unloadDockableWindows() method","/**",197,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"// check whether shortcut is a prefix to others","if(other.isPrefix)",522,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/GrabKeyDialog.java
"// Save the element info.","elementInfo.put(name,element);",2557,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/com/microstar/xml/XmlParser.java
"//{{{ canClose() method","private boolean canClose()",481,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/GrabKeyDialog.java
"//{{{ Buttons","JPanel buttons = new JPanel();",166,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/BufferOptions.java
"// Try looking up the element","element = (Object[])elementInfo.get(name);",2527,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/com/microstar/xml/XmlParser.java
"// Insert the content model, if any.","if (contentModel != null) {",2547,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/com/microstar/xml/XmlParser.java
"// Read the entity name, and prepend // '%' if necessary.","name = readNmtoken(true);",1730,0.7792207792207793,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/com/microstar/xml/XmlParser.java
"// Make a new one if necessary.","if (element == null) {",2530,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/com/microstar/xml/XmlParser.java
"// for SPACE or S+SPACE we pass the // key typed since international // keyboards sometimes produce a // KEY_PRESSED SPACE but not a // KEY_TYPED SPACE, eg if you have to // do a "<space> to insert ".","if((modifiers & ~InputEvent.SHIFT_MASK) == 0)",95,0.29473684210526313,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/KeyEventTranslator.java
"// view text areas temporarily blank out while a buffer is // being loaded, to indicate to the user that there is no // data available yet.","if(!getFlag(TEMPORARY))",171,0.5962732919254659,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Buffer.java
"//{{{ searchDone() method","public void searchDone(final DefaultMutableTreeNode searchNode)",224,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/search/HyperSearchResults.java
"//{{{ Factory class","static class Factory",451,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"// theoretically a segment could // have seg.offset != 0 but // SegmentBuffer never does that","contentMgr._setContent(seg.array,seg.count);",254,0.5283018867924528,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/Buffer.java
""/*			Note: some interesting things are going on here.			1) We swap instead of push...  The primary mode of operation 			acts like we are in the enclosing namespace...  (super must be 			preserved, etc.)			2) We do *not* call the body block eval with the namespace 			override.  Instead we allow it to create a second subordinate 			BlockNameSpace child of the forNameSpace.  Variable propogation 			still works through the chain, but the block's child cleans the 			state between iteration.  			(which is correct Java behavior... see forscope4.bsh)		*/"","// put forNameSpace it on the top of the stack",72,0.16046966731898238,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/BSHForStatement.java
"//{{{ OpenAction constructor","OpenAction(String name)",543,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"// if auto wrap is on, always restart search. // if auto wrap is off, and we're called from // a macro, stop search. If we're called // interactively, ask the user what to do.","if(wrap)",516,0.4157303370786517,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/search/SearchAndReplace.java
"//{{{ Factory constructor","Factory(PluginJAR plugin, String name, String code,",459,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"//{{{ getMinimumSize() method","public Dimension getMinimumSize()",1142,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/View.java
"//{{{ Sorting methods","//{{{ quicksort() method",1202,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/MiscUtilities.java
"//{{{ addComponent() method","/**",123,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/AbstractOptionPane.java
"//{{{ Instance part of class","//{{{ DockableWindowManager constructor",637,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"// updates current stack size (max stack size unchanged)","--stackSize;",864,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/objectweb/asm/CodeWriter.java
"// If both original args were Primitives return a Primitive result // else it was mixed (wrapper/primitive) return the wrapper type // Exception is for boolean result, return the primitive","else it was mixed (wrapper/primitive) return the wrapper type.",165,0.5070422535211268,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/Primitive.java
"//{{{ FloatAction constructor","FloatAction(String name)",604,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
""/*		invokeMethod() here is generally used by outside code to callback		into the bsh interpreter. e.g. when we are acting as an interface		for a scripted listener, etc.  In this case there is no real call stack		so we make a default one starting with the special JAVACODE namespace		and our namespace as the next.	*/"","public Object eval( CallStack callstack, Interpreter interpreter )",53,0.07913669064748201,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/BSHMethodInvocation.java
"//{{{ getModeProperties() method","} //}}}",316,0.6956521739130435,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/options/EditingOptionPane.java
"// See if the application wants to // redirect the system ID and/or // supply its own character stream.","if (systemId != null && handler != null) {",3252,0.49557522123893805,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/com/microstar/xml/XmlParser.java
"// make default be true for the next // action","actions = true;",360,0.8787878787878788,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/DockableWindowManager.java
"// non-interactive, return control now","}",650,0.918918918918919,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/Interpreter.java
"// See if we should place this toolbar before any others","for(int i = 0; i < toolbars.size(); i++)",74,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/gui/ToolBarManager.java
"//{{{ getView() method","/**",1492,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/GUIUtilities.java
"// Method body can only use 'return' statment type return control.","if ( retControl.kind == retControl.RETURN )",364,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/BshMethod.java
"//|| ( getParent()!=null && getParent().classStatic != null )",")",140,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/NameSpace.java
"// show extra "expecting..." info","error( e.getMessage(DEBUG) );",660,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/Interpreter.java
""/*	 *  to avoid our skip table having a length of 2 ^ 16, we hash each	 *  character of the input into a character in the alphabet [\x00-\xFF]	 *  using the lower 8 bits of the character's value (resulting in	 *  a more reasonable skip table of length 2 ^ 8).	 *	 *  the result of this is that more than one character can hash to the	 *  same index, but since the skip table encodes the position of	 *  occurence of the character furthest into the string with a particular	 *  index (whether or not it is the only character with that index), an	 *  index collision only means that that this heuristic will give a	 *  sub-optimal skip (i.e. a complete skip table could use the differences	 *  between colliding characters to maximal effect, at the expense of	 *  building a table that is over 2 orders of magnitude larger and very	 *  sparse).	 */"","private static final int getSkipIndex(char ch)",241,0.13736263736263737,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/org/gjt/sp/jedit/search/BoyerMooreSearchMatcher.java
"// map null to Primtive.NULL coming in...","if ( value == null )",846,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/Interpreter.java
"// if localscoping switch follow strictJava, else recurse","boolean recurse = Interpreter.LOCALSCOPING ? strictJava : true;",264,1.0,/Users/yonekuramiki/Desktop/resarch/searchSATD-underCode/clone/bsh/NameSpace.java
